Artist,C,Position,Streams,Track Name,URL,Unnamed: 0,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
Nathy Peluso,AR,121,44999,MAFIOSA,https://open.spotify.com/track/1X1vW0xDpkOS35ZxcPqLv6,120,120,0.384,0.617,266218,0.668,5.35e-06,1,0.0807,-5.694,1,0.109,180.083,4,audio_features,0.852
Sech,AR,122,44200,PSL,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm,121,121,0.176,0.816,175903,0.582,2.74e-05,5,0.176,-4.64,0,0.0579,89.977,4,audio_features,0.873
Rauw Alejandro,AR,123,44100,Reloj,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,122,122,0.176,0.823,231595,0.537,3.75e-06,8,0.124,-2.627,1,0.211,175.965,4,audio_features,0.608
Fer Palacio,AR,124,44021,Ya No Más,https://open.spotify.com/track/4gQG2Ic7hnJMAcqunk4ERT,123,123,0.138,0.795,158447,0.676,0.00373,6,0.0734,-6.429,1,0.0589,100.045,4,audio_features,0.882
Intoxicados,AR,125,43825,Nunca quise,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy,124,124,0.0891,0.709,260371,0.787,0.0,9,0.149,-6.3,1,0.0279,118.001,4,audio_features,0.874
J Balvin,AR,126,43593,In Da Getto,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ,125,125,0.025,0.915,131067,0.72,1.42e-05,8,0.0942,-3.126,1,0.0459,126.986,4,audio_features,0.631
The Kid LAROI,AR,127,43032,Stay (with Justin Bieber),https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,126,126,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,audio_features,0.478
L-Gante,AR,128,42915,Pistola,https://open.spotify.com/track/2OEVXCvrzJfpZaIPwsR99i,127,127,0.227,0.789,157370,0.596,0.0,10,0.105,-7.517,0,0.284,80.819,4,audio_features,0.921
Ciro y los Persas,AR,129,42858,Me Gusta,https://open.spotify.com/track/3pMo77B4r1NwwIK78lO4xf,128,128,0.0204,0.643,289654,0.813,5.48e-05,2,0.131,-5.976,1,0.0272,131.997,4,audio_features,0.706
Olivia Rodrigo,AR,130,42585,"jealousy, jealousy",https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,129,129,0.198,0.695,173160,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,4,audio_features,0.699
Nio Garcia,AR,131,42368,Travesuras - Remix,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy,130,130,0.0513,0.739,324426,0.788,0.0,1,0.282,-5.198,1,0.0731,175.996,4,audio_features,0.473
Camilo,AR,132,41990,Millones,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq,131,131,0.0624,0.791,221749,0.649,0.0,10,0.184,-2.312,1,0.276,190.087,4,audio_features,0.951
Olivia Rodrigo,AR,133,41917,favorite crime,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8,132,132,0.866,0.369,152667,0.272,0.0,9,0.147,-10.497,1,0.0364,172.929,4,audio_features,0.218
Duki,AR,134,41819,Pintao,https://open.spotify.com/track/0B8yu7yLe1UsXv6gewHRv2,133,133,0.143,0.735,167341,0.797,0.0,2,0.0823,-5.328,1,0.0638,105.765,3,audio_features,0.471
El Reja,AR,135,41531,Bésame,https://open.spotify.com/track/5uD4fcXch2qE5LYeyDipA1,134,134,0.11,0.585,142411,0.489,0.0,0,0.0624,-7.646,1,0.0653,183.743,4,audio_features,0.727
Becky G,AR,136,41517,Fulanito,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg,135,135,0.256,0.93,158532,0.837,2.37e-06,7,0.239,-4.632,0,0.187,111.898,4,audio_features,0.821
Doja Cat,AR,137,41186,Woman,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,136,136,0.0888,0.824,172627,0.764,0.00294,5,0.117,-4.175,0,0.0854,107.998,4,audio_features,0.881
WOS,AR,138,41054,MELÓN VINO,https://open.spotify.com/track/5uHAzGa4d9j35DEbhUwGhi,137,137,0.531,0.62,176395,0.741,2.92e-05,4,0.156,-6.081,1,0.137,140.04,4,audio_features,0.353
Reik,AR,139,40920,Perfecta,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J,138,138,0.11,0.762,174932,0.797,0.0,6,0.412,-2.641,1,0.107,81.994,4,audio_features,0.787
J Balvin,AR,140,39711,UN DIA (ONE DAY) (Feat. Tainy),https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,139,139,0.00536,0.571,232253,0.693,0.0,6,0.173,-8.234,0,0.0545,168.169,4,audio_features,0.393
L-Gante,AR,141,39650,International Love 420,https://open.spotify.com/track/7dpXCztbsLVnkLdcskLgKc,140,140,0.202,0.803,214432,0.64,1.42e-06,11,0.0723,-5.915,1,0.246,176.08,4,audio_features,0.727
Kali Uchis,AR,142,39546,telepatía,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,141,141,0.112,0.653,160191,0.524,0.0,11,0.203,-9.016,0,0.0502,83.97,4,audio_features,0.553
Arcangel,AR,143,39478,Si Te Veo,https://open.spotify.com/track/2TmT3wSwRf0CYJFGGaIXNB,142,142,0.614,0.812,255607,0.691,1.04e-05,8,0.226,-5.837,0,0.352,168.024,4,audio_features,0.876
Nicki Nicole,AR,144,38788,No Toque Mi Naik,https://open.spotify.com/track/0TBbNYzmtCfN5cpZSCVNIz,143,143,0.284,0.763,143925,0.784,4.5e-06,2,0.145,-3.131,1,0.203,95.045,4,audio_features,0.609
Los Abuelos De La Nada,AR,145,38755,Mil Horas,https://open.spotify.com/track/6ySWtyMprBb1YX8WAAuFBs,144,144,0.251,0.698,168345,0.362,0.0,7,0.0758,-13.706,0,0.0833,99.748,4,audio_features,0.569
Ciro y los Persas,AR,146,38730,Mirenla,https://open.spotify.com/track/027NtsXW0vpDFhzxsJKmTL,145,145,0.0253,0.632,256191,0.717,0.000661,2,0.191,-6.924,1,0.0272,161.011,4,audio_features,0.832
Andrés Calamaro,AR,147,38468,Flaca,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED,146,146,0.21,0.739,277653,0.745,0.0135,7,0.127,-6.658,1,0.0267,109.326,4,audio_features,0.949
Airbag,AR,148,38083,Cae el Sol,https://open.spotify.com/track/2nBOPYRoAYOwv6go12SQDs,147,147,0.201,0.47,281387,0.789,0.0,4,0.108,-4.583,1,0.0318,92.004,4,audio_features,0.115
Jay Wheeler,AR,149,37733,La Curiosidad,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,148,148,0.269,0.845,219048,0.677,0.000917,11,0.108,-4.798,0,0.136,90.013,4,audio_features,0.68
Migrantes,AR,150,37607,Lado Triste,https://open.spotify.com/track/1FQXmIbaEfpIc0RaaXo6sN,149,149,0.388,0.794,176701,0.559,0.0,9,0.0995,-7.506,1,0.0767,128.971,3,audio_features,0.706
Gustavo Cerati,AR,151,37578,Crimen,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp,150,150,0.44,0.537,232027,0.502,0.0709,4,0.199,-8.406,1,0.025,80.511,4,audio_features,0.288
LiL CaKe,AR,152,37194,Star,https://open.spotify.com/track/6VSt5xYZtM9576SbMBZG1l,151,151,0.159,0.655,196995,0.814,0.0,0,0.125,-3.977,0,0.133,140.118,4,audio_features,0.297
Fer Palacio,AR,153,37087,De Ahí,https://open.spotify.com/track/59MN1aOpePepwrpmNdkVlA,152,152,0.00737,0.788,147419,0.444,0.0146,9,0.0416,-8.017,1,0.124,91.829,4,audio_features,0.882
Ozuna,AR,154,37035,Despeinada,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,153,153,0.186,0.734,224187,0.775,0.000542,8,0.123,-3.855,1,0.0614,166.039,4,audio_features,0.72
Bruno Mars,AR,155,36274,Leave The Door Open,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,154,154,0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,audio_features,0.719
Bad Bunny,AR,156,36227,TE MUDASTE,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,155,155,0.234,0.811,130014,0.637,0.000572,10,0.118,-4.835,0,0.0591,92.025,4,audio_features,0.471
Milly,AR,157,36105,No Te Enamores - Remix,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt,156,156,0.573,0.824,289933,0.837,1.66e-05,5,0.271,-4.603,1,0.107,100.021,4,audio_features,0.58
Olivia Rodrigo,AR,158,36051,happier,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,157,157,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,audio_features,0.338
Justin Quiles,AR,159,35982,Ponte Pa' Mi,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR,158,158,0.0581,0.878,202373,0.713,0.0,5,0.0822,-4.566,0,0.0948,92.028,4,audio_features,0.615
Manuel Turizo,AR,160,35625,Cosas Malas,https://open.spotify.com/track/2MaYHbpwybBOm9CrDBfChl,159,159,0.119,0.773,228720,0.64,0.0,3,0.17,-4.777,0,0.207,170.067,4,audio_features,0.605
Juhn,AR,161,35601,Fragancia (with Jay Wheeler),https://open.spotify.com/track/3YNolHalg56UrvPabqw6JP,160,160,0.444,0.83,237627,0.77,7.24e-05,5,0.23,-3.364,0,0.1,82.001,4,audio_features,0.739
Soda Stereo,AR,162,35093,Trátame Suavemente - Remasterizado 2007,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU,161,161,0.0438,0.738,200800,0.801,0.0572,11,0.595,-3.366,0,0.0284,122.857,4,audio_features,0.532
Manuel Turizo,AR,163,35061,Amor en Coma,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5,162,162,0.369,0.644,199882,0.661,0.0,1,0.0733,-4.877,0,0.451,180.05,4,audio_features,0.355
Manuel Turizo,AR,164,34982,La Nota,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa,163,163,0.18,0.736,216107,0.632,0.0,11,0.349,-4.939,0,0.0648,92.03,4,audio_features,0.503
Nicky Jam,AR,165,34896,Fan de Tus Fotos,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC,164,164,0.293,0.728,197647,0.689,1.26e-05,7,0.109,-5.718,1,0.0725,170.089,4,audio_features,0.431
Asan,AR,166,34784,"Teca (Remix) [feat. Neo Pistea, Midel, Rei & Zecca]",https://open.spotify.com/track/4L9WoTpNvdFv8SPW7koxWC,165,165,0.109,0.777,264110,0.79,0.0,11,0.072,-4.56,1,0.0859,130.119,4,audio_features,0.753
Doja Cat,AR,167,34610,Need To Know,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,166,166,0.304,0.664,210560,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,audio_features,0.194
Sech,AR,168,34522,Relación - Remix,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,167,167,0.0337,0.793,247308,0.771,1.51e-06,5,0.284,-3.417,1,0.0959,171.943,4,audio_features,0.835
Camila Cabello,AR,169,34496,Don't Go Yet,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,168,168,0.0492,0.666,164842,0.796,0.0,10,0.0442,-6.967,0,0.103,110.108,4,audio_features,0.61
Lyanno,AR,170,34464,En Tu Cuerpo - Remix,https://open.spotify.com/track/3dEtfTtCXWW7N8WQ9FD29z,169,169,0.249,0.742,310860,0.497,0.00335,0,0.0993,-9.381,0,0.0746,156.013,4,audio_features,0.558
Farruko,AR,171,34278,La Tóxica,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,170,170,0.0882,0.659,180520,0.701,0.0,9,0.0866,-4.107,1,0.164,91.97,4,audio_features,0.623
Doja Cat,AR,172,34124,Ain't Shit,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,171,171,0.506,0.855,174253,0.488,0.0,3,0.347,-4.601,1,0.208,124.097,4,audio_features,0.619
Crissin,AR,173,33808,Poblado,https://open.spotify.com/track/47gSYfwFBbV1BXHfXEq1qs,172,172,0.00935,0.895,201597,0.707,0.0,3,0.115,-7.478,0,0.0931,93.036,4,audio_features,0.481
Pappo,AR,174,33668,Juntos a la Par,https://open.spotify.com/track/1Ig4pCPanhzXl7C86MmBUc,173,173,0.556,0.476,161133,0.456,0.0,7,0.104,-7.41,1,0.0316,84.052,4,audio_features,0.46
Divididos,AR,175,33659,Spaghetti del Rock,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr,174,174,0.677,0.626,212880,0.389,1.12e-05,4,0.117,-11.609,1,0.0254,97.708,4,audio_features,0.656
Paulo Londra,AR,176,33469,Tal Vez,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,175,175,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,audio_features,0.741
Nicky Jam,AR,177,33417,Polvo,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5,176,176,0.0105,0.763,211130,0.621,2.94e-06,11,0.106,-6.169,0,0.066,82.042,4,audio_features,0.582
Enrique Iglesias,AR,178,32692,ME PASE (feat. Farruko),https://open.spotify.com/track/4JgSGk8yY0hQE9aENUSqVm,177,177,0.274,0.749,181572,0.89,0.0,6,0.0845,-2.111,0,0.0455,93.973,4,audio_features,0.724
La Delio Valdez,AR,179,32642,Inocente,https://open.spotify.com/track/1DFDbSWdESvzWHHAe6BCQ3,178,178,0.391,0.606,310296,0.704,0.0,10,0.109,-3.203,0,0.0285,91.478,4,audio_features,0.666
Los Tipitos,AR,180,32467,Campanas en la Noche,https://open.spotify.com/track/0C9V5jMElp7laZZdsCHufD,179,179,0.303,0.636,237547,0.593,1.41e-05,4,0.108,-5.181,0,0.0567,145.972,4,audio_features,0.742
C. Tangana,AR,181,32344,Tú Me Dejaste De Querer,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2,180,180,0.311,0.823,198493,0.723,0.00315,4,0.0998,-4.778,0,0.229,83.97,4,audio_features,0.505
Callejeros,AR,182,32208,Creo,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ,181,181,0.00169,0.382,289760,0.912,7.88e-06,2,0.233,-2.898,1,0.0551,187.941,4,audio_features,0.56
Patricio Rey y sus Redonditos de Ricota,AR,183,32173,Un Poco de Amor Francés,https://open.spotify.com/track/1MRhIdcloOD0uiiG3ybXGX,182,182,0.024,0.532,206200,0.776,0.000419,9,0.358,-7.873,0,0.03,137.736,4,audio_features,0.667
L-Gante,AR,184,32043,Malianteo 420,https://open.spotify.com/track/6NKrW1a2OYNwAXuN4MgwXi,183,183,0.153,0.72,195529,0.655,0.0,11,0.314,-6.773,0,0.291,169.867,4,audio_features,0.759
BTS,AR,185,31924,Dynamite,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,184,184,0.0112,0.746,199054,0.765,0.0,6,0.0936,-4.41,0,0.0993,114.044,4,audio_features,0.737
Turf,AR,186,31582,Pasos Al Costado,https://open.spotify.com/track/7upAH0ezzsThyvr33YKn4u,185,185,0.02,0.589,254147,0.901,0.0,2,0.355,-3.442,1,0.0311,125.976,4,audio_features,0.795
The Police,AR,187,31442,Every Breath You Take,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,186,186,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,0.0348,117.401,4,audio_features,0.74
Los Palmeras,AR,188,31272,Olvídala,https://open.spotify.com/track/0cXGtTRfQKSHojilCoBAOd,187,187,0.308,0.77,290120,0.686,0.0,2,0.274,-5.187,1,0.0455,132.008,4,audio_features,0.517
Rauw Alejandro,AR,189,31101,Aquel Nap ZzZz,https://open.spotify.com/track/2qyLvNLktrdc67OgaayqMW,188,188,0.62,0.457,295039,0.495,0.000228,4,0.109,-6.044,1,0.0797,79.513,4,audio_features,0.311
Abel Pintos,AR,190,30953,Oncemil,https://open.spotify.com/track/3y5ahYM9zwyOCt3mieZ0PZ,189,189,0.161,0.633,221080,0.698,0.0,0,0.146,-3.313,1,0.0301,144.172,4,audio_features,0.369
Soda Stereo,AR,191,30864,De Música Ligera,https://open.spotify.com/track/2WD9ggmpZE7Wodh3qVVCgg,190,190,0.00487,0.542,212893,0.714,0.298,2,0.334,-8.045,1,0.028,124.26,4,audio_features,0.76
Dua Lipa,AR,192,30831,Break My Heart,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,191,191,0.167,0.73,221820,0.729,1.39e-06,4,0.349,-3.434,0,0.0884,113.011,4,audio_features,0.467
L-Gante,AR,193,30780,Titubeo,https://open.spotify.com/track/23UX82uDIfCUUneRfzDTD5,192,192,0.26,0.891,205435,0.585,0.0,1,0.176,-5.911,0,0.141,92.003,4,audio_features,0.558
Tiago PZK,AR,194,30714,Cerca de tí - Remix,https://open.spotify.com/track/51g3eI9dcemoeyk2mSe8wN,193,193,0.4,0.616,241847,0.748,0.0,11,0.137,-3.606,1,0.0317,133.024,4,audio_features,0.491
Dua Lipa,AR,195,30665,Love Again,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB,194,194,0.00173,0.659,258004,0.667,2.85e-05,11,0.1,-4.668,0,0.0339,115.982,4,audio_features,0.468
Los Huayra,AR,196,30612,La Noche Sin Tí,https://open.spotify.com/track/6dT5W7zuEcUZHnZuVlSIJ5,195,195,0.548,0.364,258827,0.59,0.0,1,0.0914,-6.686,0,0.043,81.311,4,audio_features,0.446
Reik,AR,197,30462,Si Me Dices Que Sí,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo,196,196,0.00473,0.578,211652,0.634,0.0,8,0.132,-5.979,0,0.333,183.89,4,audio_features,0.216
FMK,AR,198,30411,AYNEA REMIX,https://open.spotify.com/track/5dDxdj2MrqrYCGzqXfJycL,197,197,0.0437,0.618,298605,0.499,0.0,0,0.224,-5.368,1,0.0952,171.924,4,audio_features,0.445
Ke Personajes,AR,199,30094,Cómo estás,https://open.spotify.com/track/6bLvfGI2XeU5DTl8feuNrk,198,198,0.289,0.59,227396,0.857,4.21e-06,10,0.0414,-1.986,0,0.0553,135.29,3,audio_features,0.976
Ovy On The Drums,AR,200,30053,Miedito o Qué? (feat. KAROL G),https://open.spotify.com/track/7MoZgM6AsQaZw14WnKopuy,199,199,0.12,0.851,209905,0.776,0.0,6,0.1,-3.254,1,0.0561,95.995,4,audio_features,0.804
RAF Camora,AT,1,82482,Blaues Licht,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM,0,0,0.398,0.819,144264,0.835,0.00674,8,0.252,-4.899,0,0.102,144.955,4,audio_features,0.703
Måneskin,AT,2,54355,Beggin',https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,1,1,0.127,0.714,211560,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,audio_features,0.589
Ed Sheeran,AT,3,48798,Bad Habits,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,2,2,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,audio_features,0.591
The Kid LAROI,AT,4,48764,Stay (with Justin Bieber),https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,3,3,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,audio_features,0.478
Pashanim,AT,5,44157,Sommergewitter,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ,4,4,0.132,0.787,138533,0.531,0.00094,11,0.112,-10.569,0,0.101,91.996,4,audio_features,0.721
RAF Camora,AT,6,42324,Zukunft,https://open.spotify.com/track/34tKBUUl8bAeqex8i82Z0L,5,5,0.552,0.876,157583,0.814,0.0264,6,0.116,-6.389,1,0.15,142.062,4,audio_features,0.96
Olivia Rodrigo,AT,7,38162,good 4 u,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,6,6,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,audio_features,0.688
Måneskin,AT,8,34511,I WANNA BE YOUR SLAVE,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,7,7,0.00165,0.75,173347,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,audio_features,0.958
Riton,AT,9,31517,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl,8,8,0.0076,0.824,169153,0.862,0.000132,2,0.303,-3.424,1,0.126,122.98,4,audio_features,0.801
Loredana,AT,10,26169,Nese Don,https://open.spotify.com/track/6ZVpk9bSJGebJJzJmMocua,9,9,0.0023,0.703,170667,0.655,0.067,8,0.0848,-4.07,1,0.0991,179.884,4,audio_features,0.585
Lil Nas X,AT,11,22495,MONTERO (Call Me By Your Name),https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,10,10,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,audio_features,0.758
RAF Camora,AT,12,21881,Vergesse nie die Street,https://open.spotify.com/track/3ZDXLSUZpKx8pspNBOdVr5,11,11,0.328,0.778,149602,0.695,2.56e-06,8,0.13,-5.984,1,0.0451,144.074,4,audio_features,0.756
Shouse,AT,13,21143,Love Tonight - Edit,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP,12,12,0.00214,0.727,241970,0.681,0.000307,5,0.0861,-7.114,0,0.0265,123.028,4,audio_features,0.448
SUPER-Hi,AT,14,20837,Following The Sun,https://open.spotify.com/track/2JzXBqTIVHYX43t7EcLyMs,13,13,0.394,0.733,206227,0.827,0.0252,6,0.136,-4.432,0,0.033,127.021,4,audio_features,0.722
Justin Wellington,AT,15,20408,Iko Iko (My Bestie),https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i,14,14,0.131,0.862,182857,0.753,2.01e-06,5,0.077,-5.356,1,0.0625,105.039,4,audio_features,0.827
Kalazh44,AT,16,20158,Rote Augen 2,https://open.spotify.com/track/5eaGYeLg9N3ngZVd0DUWQm,15,15,0.394,0.683,158566,0.534,0.0,1,0.125,-7.743,0,0.321,139.864,4,audio_features,0.479
Josh.,AT,17,18899,Expresso & Tschianti,https://open.spotify.com/track/0uQbTk0GFM9PxE0rN1UWZb,16,16,0.0628,0.812,177324,0.714,0.0,11,0.117,-5.772,1,0.0398,130.072,4,audio_features,0.645
Majestic,AT,18,18410,Rasputin,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q,17,17,0.00364,0.758,186210,0.913,6.92e-05,6,0.193,-2.926,0,0.113,128.04,4,audio_features,0.658
RAF Camora,AT,19,17810,Realität,https://open.spotify.com/track/4aCtiux4NfWF0Kx88YAA5e,18,18,0.455,0.64,184213,0.717,0.0,7,0.132,-7.114,0,0.171,94.028,4,audio_features,0.246
Wes Nelson,AT,20,17698,Nice To Meet Ya (feat. Yxng Bane),https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL,19,19,0.081,0.802,181919,0.719,0.0,4,0.141,-4.271,0,0.0792,101.971,4,audio_features,0.336
Shirin David,AT,21,17642,Lieben wir,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE,20,20,0.0113,0.871,155363,0.669,2.9e-06,10,0.0795,-7.62,0,0.329,95.939,4,audio_features,0.806
Vegedream,AT,22,17333,Ramenez la coupe à la maison,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m,21,21,0.0358,0.808,235556,0.661,0.0,0,0.138,-6.237,0,0.0395,107.992,4,audio_features,0.804
Nathan Evans,AT,23,17304,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN,22,22,0.0441,0.722,116750,0.893,0.000937,0,0.0673,-3.255,0,0.0475,119.932,4,audio_features,0.439
Tiësto,AT,24,16134,The Business,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,23,23,0.414,0.798,164000,0.62,0.0192,8,0.112,-7.079,0,0.232,120.031,4,audio_features,0.235
Jamule,AT,25,16003,Wenn ich geh,https://open.spotify.com/track/7bs43GIqBJY9V6lCQEVSep,24,24,0.0837,0.843,146375,0.589,0.000271,4,0.114,-8.667,0,0.121,100.003,4,audio_features,0.372
Dua Lipa,AT,26,15936,Levitating (feat. DaBaby),https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,25,25,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,audio_features,0.915
RAF Camora,AT,27,15640,Chromosom,https://open.spotify.com/track/1pxWHJuBJNCJPhj7biFzbN,26,26,0.165,0.755,123003,0.811,0.00219,1,0.117,-5.635,1,0.065,140.991,4,audio_features,0.368
Kollegah,AT,28,15447,Showtime Fourever,https://open.spotify.com/track/348bH3kD6zRt48AbiNQuUx,27,27,0.266,0.542,223795,0.844,0.0,9,0.268,-5.59,1,0.372,148.402,4,audio_features,0.733
Tom Grennan,AT,29,15313,Little Bit of Love,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX,28,28,0.0833,0.689,226268,0.706,0.0,1,0.105,-4.48,0,0.0312,106.52,4,audio_features,0.623
Lil Nas X,AT,30,15181,INDUSTRY BABY (feat. Jack Harlow),https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,29,29,0.0203,0.736,212000,0.704,0.0,3,0.0501,-7.409,0,0.0615,149.995,4,audio_features,0.894
ATB,AT,31,14923,Your Love (9PM),https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx,30,30,0.194,0.669,150053,0.784,6.28e-06,7,0.115,-5.603,1,0.112,125.993,4,audio_features,0.517
OneRepublic,AT,32,14828,Run,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw,31,31,0.326,0.682,169011,0.72,0.0,11,0.148,-8.173,0,0.0381,117.003,4,audio_features,0.673
Tinlicker,AT,33,14676,Because You Move Me,https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0,32,32,0.691,0.789,196375,0.435,0.0418,2,0.107,-9.506,0,0.149,122.995,4,audio_features,0.166
Måneskin,AT,34,14528,ZITTI E BUONI,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw,33,33,0.00138,0.625,194787,0.939,0.0,4,0.424,-3.115,0,0.0669,102.999,4,audio_features,0.644
RAF Camora,AT,35,14270,Benzin,https://open.spotify.com/track/7aeNNhFoheKQOSEeQEbDrI,34,34,0.0433,0.692,171396,0.534,0.0,8,0.168,-6.535,1,0.0798,145.886,4,audio_features,0.172
P!nk,AT,36,14268,Cover Me In Sunshine,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m,35,35,0.0528,0.473,138573,0.592,0.0,5,0.131,-6.859,1,0.138,159.7,4,audio_features,0.292
RAF Camora,AT,37,14024,Wenn es schlecht läuft,https://open.spotify.com/track/3iJHblQ5cJJdWY77WsyOqz,36,36,0.362,0.774,182548,0.824,7.29e-05,6,0.126,-4.893,0,0.0712,140.042,4,audio_features,0.641
Doja Cat,AT,38,13532,Kiss Me More (feat. SZA),https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,37,37,0.259,0.764,208667,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,4,audio_features,0.781
Luciano,AT,39,13415,SCHMETTERLING,https://open.spotify.com/track/3gUVLJZ0JoGRuoRNUCIYsI,38,38,0.343,0.852,207560,0.582,0.0314,0,0.176,-9.649,1,0.395,102.851,4,audio_features,0.627
Ofenbach,AT,40,12935,Wasted Love (feat. Lagique),https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U,39,39,0.0821,0.734,139563,0.855,4.73e-06,6,0.0901,-4.578,0,0.135,121.955,4,audio_features,0.54
